symbol: s57
template: <*> floating point alignment exceptions
1033,8,
1034,8,
1035,8,
1036,8,
1037,8,
1038,8,
1039,8,
1040,8,
1041,8,
1042,8,
1043,8,
1044,8,
1045,8,
1046,8,
1047,8,
1048,8,
1049,8,
1050,8,
1051,8,
1052,8,
1053,8,
1054,8,
1055,8,
1056,8,
1057,8,
1058,8,
1059,8,
1060,8,
1061,8,
1062,8,
1063,8,
1064,8,
1065,8,
1066,8,
1067,8,
1068,8,
1069,8,
1081,15,
1082,15,
1083,15,
1084,15,
1100,15,
1103,5,
1104,5,
1105,5,
1106,15,
1107,15,
1108,15,
1109,15,
1110,15,
1111,15,
1112,15,
1113,15,
1114,15,
1117,5,
1118,5,
1119,5,
1120,5,
1121,5,
1122,5,
1123,5,
1124,5,
1125,5,
1126,5,
1127,5,
1128,5,
1134,5,
1136,5,
1137,5,
1138,5,
1139,5,
1140,5,
1141,5,
1142,685,
1143,685,
1144,685,
1145,685,
1146,1005,
1147,1005,
1148,1005,
1149,1005,
1150,1005,
1533,640404,
1534,640404,
1542,640404,
1556,640764,
1557,640404,
1558,640404,
1576,487476,
1577,487476,
1592,2354412,
1600,2354412,
1601,2354412,
1602,2354412,
1603,2354412,
1604,2354412,
1605,2354412,
1606,2354412,
1607,2354412,
1608,2354412,
1609,2354412,
1610,2354412,
1611,2354412,
1612,2354412,
1613,2354412,
1614,62500,
1615,62500,
1616,62500,
1638,45684,
1646,16604010,
1647,16469355,
1654,16736445,
1661,74350836,
1665,54004554,
1679,2667384,
1683,407736,
1684,428412,
1685,441348,
1718,19220208,
1724,5302707,
1744,488205,
