symbol: s5
template: Connection broken for id <*> my id <?> <*> error <?>
6,188978561024,,=,1,,=,
8,188978561024,,=,1,,=,
12,188978561024,,=,1,,=,
14,188978561024,,=,1,,=,
32,188978561024,,=,1,,=,
35,188978561024,,=,1,,=,
40,188978561024,,=,1,,=,
59,188978561024,,=,1,,=,
62,188978561024,,=,1,,=,
77,188978561024,,=,1,,=,
92,188978561024,,=,1,,=,
99,188978561024,,=,1,,=,
103,188978561024,,=,1,,=,
105,188978561024,,=,1,,=,
106,188978561024,,=,1,,=,
114,188978561024,,=,1,,=,
123,188978561024,,=,1,,=,
124,188978561024,,=,1,,=,
128,188978561024,,=,1,,=,
130,188978561024,,=,1,,=,
135,188978561024,,=,1,,=,
139,188978561024,,=,1,,=,
153,188978561024,,=,1,,=,
156,188978561024,,=,1,,=,
158,188978561024,,=,1,,=,
159,188978561024,,=,1,,=,
162,188978561024,,=,1,,=,
163,188978561024,,=,1,,=,
178,188978561024,,=,1,,=,
180,188978561024,,=,1,,=,
184,188978561024,,=,1,,=,
185,188978561024,,=,1,,=,
187,188978561024,,=,1,,=,
202,188978561024,,=,1,,=,
210,188978561024,,=,1,,=,
212,188978561024,,=,1,,=,
214,188978561024,,=,1,,=,
222,188978561024,,=,1,,=,
247,188978561024,,=,1,,=,
254,188978561024,,=,1,,=,
257,188978561024,,=,1,,=,
261,188978561024,,=,1,,=,
267,188978561024,,=,1,,=,
271,188978561024,,=,1,,=,
274,188978561024,,=,1,,=,
284,188978561024,,=,1,,=,
286,188978561024,,=,1,,=,
287,188978561024,,=,1,,=,
292,188978561024,,=,1,,=,
300,188978561024,,=,1,,=,
302,188978561024,,=,1,,=,
308,188978561024,,=,1,,=,
309,188978561024,,=,1,,=,
313,188978561024,,=,1,,=,
316,188978561024,,=,1,,=,
323,188978561024,,=,1,,=,
328,188978561024,,=,1,,=,
329,188978561024,,=,1,,=,
331,188978561024,,=,1,,=,
336,188978561024,,=,1,,=,
338,188978561024,,=,1,,=,
345,188978561024,,=,1,,=,
346,188978561024,,=,1,,=,
351,188978561024,,=,1,,=,
352,188978561024,,=,1,,=,
359,188978561024,,=,1,,=,
361,188978561024,,=,1,,=,
368,188978561024,,=,1,,=,
372,188978561024,,=,1,,=,
377,188978561024,,=,1,,=,
379,188978561024,,=,1,,=,
384,188978561024,,=,1,,=,
398,188978561024,,=,1,,=,
400,188978561024,,=,1,,=,
402,188978561024,,=,1,,=,
405,188978561024,,=,1,,=,
406,188978561024,,=,1,,=,
416,188978561024,,=,1,,=,
420,188978561024,,=,1,,=,
427,188978561024,,=,1,,=,
431,188978561024,,=,1,,=,
435,188978561024,,=,1,,=,
437,188978561024,,=,1,,=,
441,188978561024,,=,1,,=,
447,188978561024,,=,1,,=,
460,188978561024,,=,1,,=,
462,188978561024,,=,1,,=,
467,188978561024,,=,1,,=,
469,188978561024,,=,1,,=,
474,188978561024,,=,1,,=,
475,188978561024,,=,1,,=,
482,188978561024,,=,1,,=,
486,188978561024,,=,1,,=,
489,188978561024,,=,1,,=,
752,3,,=,1,,=,
787,188978561024,,=,2,,=,
790,188978561024,,=,2,,=,
792,188978561024,,=,2,,=,
803,188978561024,,=,2,,=,
807,188978561024,,=,2,,=,
809,188978561024,,=,2,,=,
811,188978561024,,=,2,,=,
813,188978561024,,=,2,,=,
818,188978561024,,=,2,,=,
822,188978561024,,=,2,,=,
825,188978561024,,=,2,,=,
826,188978561024,,=,2,,=,
829,188978561024,,=,2,,=,
830,188978561024,,=,2,,=,
833,188978561024,,=,2,,=,
846,188978561024,,=,2,,=,
857,188978561024,,=,2,,=,
862,188978561024,,=,2,,=,
870,188978561024,,=,2,,=,
876,188978561024,,=,2,,=,
877,188978561024,,=,2,,=,
889,188978561024,,=,2,,=,
890,188978561024,,=,2,,=,
891,188978561024,,=,2,,=,
893,188978561024,,=,2,,=,
896,188978561024,,=,2,,=,
904,188978561024,,=,2,,=,
906,188978561024,,=,2,,=,
916,188978561024,,=,2,,=,
921,188978561024,,=,2,,=,
928,188978561024,,=,2,,=,
929,188978561024,,=,2,,=,
931,188978561024,,=,2,,=,
935,188978561024,,=,2,,=,
942,188978561024,,=,2,,=,
945,188978561024,,=,2,,=,
964,188978561024,,=,2,,=,
965,188978561024,,=,2,,=,
972,188978561024,,=,2,,=,
976,188978561024,,=,2,,=,
978,188978561024,,=,2,,=,
979,188978561024,,=,2,,=,
980,188978561024,,=,2,,=,
998,188978561024,,=,2,,=,
1002,188978561024,,=,2,,=,
1007,188978561024,,=,2,,=,
1010,188978561024,,=,2,,=,
1018,188978561024,,=,2,,=,
1023,188978561024,,=,2,,=,
1032,188978561024,,=,2,,=,
1035,188978561024,,=,2,,=,
1038,188978561024,,=,2,,=,
1045,188978561024,,=,2,,=,
1046,188978561024,,=,2,,=,
1050,188978561024,,=,2,,=,
1055,188978561024,,=,2,,=,
1061,188978561024,,=,2,,=,
1063,188978561024,,=,2,,=,
1072,188978561024,,=,2,,=,
1080,188978561024,,=,2,,=,
1086,188978561024,,=,2,,=,
1089,188978561024,,=,2,,=,
1094,188978561024,,=,2,,=,
1096,188978561024,,=,2,,=,
1100,188978561024,,=,2,,=,
1106,188978561024,,=,2,,=,
1114,188978561024,,=,2,,=,
1115,188978561024,,=,2,,=,
1118,188978561024,,=,2,,=,
1131,188978561024,,=,2,,=,
1137,188978561024,,=,2,,=,
1151,188978561024,,=,2,,=,
1152,188978561024,,=,2,,=,
1154,188978561024,,=,2,,=,
1157,188978561024,,=,2,,=,
1166,188978561024,,=,2,,=,
1168,188978561024,,=,2,,=,
1169,188978561024,,=,2,,=,
1172,188978561024,,=,2,,=,
1174,188978561024,,=,2,,=,
1180,188978561024,,=,2,,=,
1182,188978561024,,=,2,,=,
1183,188978561024,,=,2,,=,
1185,188978561024,,=,2,,=,
1187,188978561024,,=,2,,=,
1191,188978561024,,=,2,,=,
1194,188978561024,,=,2,,=,
1201,188978561024,,=,2,,=,
1202,188978561024,,=,2,,=,
1213,188978561024,,=,2,,=,
1226,188978561024,,=,2,,=,
1230,188978561024,,=,2,,=,
1231,188978561024,,=,2,,=,
1237,188978561024,,=,2,,=,
1248,188978561024,,=,2,,=,
1257,188978561024,,=,2,,=,
1466,188978561024,,=,3,,=,
1467,188978561024,,=,3,,=,
1476,188978561024,,=,3,,=,
1480,188978561024,,=,3,,=,
1486,188978561024,,=,3,,=,
1488,188978561024,,=,3,,=,
1490,188978561024,,=,3,,=,
1498,188978561024,,=,3,,=,
1502,188978561024,,=,3,,=,
1505,188978561024,,=,3,,=,
1506,188978561024,,=,3,,=,
1510,188978561024,,=,3,,=,
1515,188978561024,,=,3,,=,
1532,188978561024,,=,3,,=,
1533,188978561024,,=,3,,=,
1534,188978561024,,=,3,,=,
1541,188978561024,,=,3,,=,
1542,188978561024,,=,3,,=,
1557,188978561024,,=,3,,=,
1565,188978561024,,=,3,,=,
1570,188978561024,,=,3,,=,
1571,188978561024,,=,3,,=,
1576,188978561024,,=,3,,=,
1582,188978561024,,=,3,,=,
1585,188978561024,,=,3,,=,
1589,188978561024,,=,3,,=,
1606,188978561024,,=,3,,=,
1612,188978561024,,=,3,,=,
1616,188978561024,,=,3,,=,
1622,188978561024,,=,3,,=,
1627,188978561024,,=,3,,=,
1634,188978561024,,=,3,,=,
1636,188978561024,,=,3,,=,
1646,188978561024,,=,3,,=,
1653,188978561024,,=,3,,=,
1660,188978561024,,=,3,,=,
1669,188978561024,,=,3,,=,
1683,188978561024,,=,3,,=,
1691,188978561024,,=,3,,=,
1696,188978561024,,=,3,,=,
1698,188978561024,,=,3,,=,
1711,188978561024,,=,3,,=,
1712,188978561024,,=,3,,=,
1714,188978561024,,=,3,,=,
1720,188978561024,,=,3,,=,
1722,188978561024,,=,3,,=,
1737,188978561024,,=,3,,=,
1738,188978561024,,=,3,,=,
1741,188978561024,,=,3,,=,
1745,188978561024,,=,3,,=,
1747,188978561024,,=,3,,=,
1748,188978561024,,=,3,,=,
1749,188978561024,,=,3,,=,
1755,188978561024,,=,3,,=,
1757,188978561024,,=,3,,=,
1761,188978561024,,=,3,,=,
1762,188978561024,,=,3,,=,
1764,188978561024,,=,3,,=,
1774,188978561024,,=,3,,=,
1780,188978561024,,=,3,,=,
1793,188978561024,,=,3,,=,
1794,188978561024,,=,3,,=,
1798,188978561024,,=,3,,=,
1799,188978561024,,=,3,,=,
1807,188978561024,,=,3,,=,
1808,188978561024,,=,3,,=,
1813,188978561024,,=,3,,=,
1814,188978561024,,=,3,,=,
1820,188978561024,,=,3,,=,
1827,188978561024,,=,3,,=,
1828,188978561024,,=,3,,=,
1832,188978561024,,=,3,,=,
1835,188978561024,,=,3,,=,
1836,188978561024,,=,3,,=,
1837,188978561024,,=,3,,=,
1841,188978561024,,=,3,,=,
1845,188978561024,,=,3,,=,
1847,188978561024,,=,3,,=,
1848,188978561024,,=,3,,=,
1851,188978561024,,=,3,,=,
1855,188978561024,,=,3,,=,
1856,188978561024,,=,3,,=,
1857,188978561024,,=,3,,=,
1862,188978561024,,=,3,,=,
1865,188978561024,,=,3,,=,
1866,188978561024,,=,3,,=,
1871,188978561024,,=,3,,=,
1874,188978561024,,=,3,,=,
1877,188978561024,,=,3,,=,
1881,188978561024,,=,3,,=,
1882,188978561024,,=,3,,=,
1887,188978561024,,=,3,,=,
1888,188978561024,,=,3,,=,
1890,188978561024,,=,3,,=,
1907,188978561024,,=,3,,=,
1908,188978561024,,=,3,,=,
1910,188978561024,,=,3,,=,
1914,188978561024,,=,3,,=,
1919,188978561024,,=,3,,=,
1956,1,,=,3,,=,
