symbol: s7
template: connection from <*> <*> at <*> Jun <*> <*> <*>
83,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:00,2005,
84,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:00,2005,
85,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:00,2005,
86,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:00,2005,
87,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:00,2005,
88,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:00,2005,
89,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:02,2005,
90,24.54.76.216,(24-54-76-216.bflony.adelphia.net),Fri,17,07:07:04,2005,
94,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Fri,17,20:55:06,2005,
95,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Fri,17,20:55:06,2005,
96,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Fri,17,20:55:06,2005,
97,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Fri,17,20:55:06,2005,
98,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Fri,17,20:55:06,2005,
99,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Fri,17,20:55:07,2005,
100,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Fri,17,20:55:07,2005,
121,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:10,2005,
122,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:10,2005,
123,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:10,2005,
124,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:10,2005,
125,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:10,2005,
126,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:10,2005,
127,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:10,2005,
128,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:11,2005,
129,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:11,2005,
130,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:11,2005,
131,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:11,2005,
132,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:11,2005,
133,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:12,2005,
134,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:12,2005,
135,82.252.162.81,(lns-vlq-45-tou-82-252-162-81.adsl.proxad.net),Sat,18,02:08:12,2005,
150,222.33.90.199,(),Mon,20,03:40:59,2005,
151,222.33.90.199,(),Mon,20,03:40:59,2005,
152,222.33.90.199,(),Mon,20,03:40:59,2005,
153,222.33.90.199,(),Mon,20,03:40:59,2005,
154,222.33.90.199,(),Mon,20,03:40:59,2005,
155,222.33.90.199,(),Mon,20,03:40:59,2005,
156,222.33.90.199,(),Mon,20,03:40:59,2005,
157,222.33.90.199,(),Mon,20,03:40:59,2005,
158,222.33.90.199,(),Mon,20,03:40:59,2005,
159,222.33.90.199,(),Mon,20,03:40:59,2005,
160,222.33.90.199,(),Mon,20,03:40:59,2005,
161,222.33.90.199,(),Mon,20,03:40:59,2005,
247,210.245.165.136,(),Wed,22,13:16:30,2005,
248,210.245.165.136,(),Wed,22,13:16:30,2005,
249,210.245.165.136,(),Wed,22,13:16:30,2005,
250,210.245.165.136,(),Wed,22,13:16:30,2005,
251,210.245.165.136,(),Wed,22,13:16:30,2005,
252,210.245.165.136,(),Wed,22,13:16:30,2005,
253,210.245.165.136,(),Wed,22,13:16:30,2005,
254,210.245.165.136,(),Wed,22,13:16:30,2005,
255,210.245.165.136,(),Wed,22,13:16:30,2005,
256,210.245.165.136,(),Wed,22,13:16:30,2005,
257,210.245.165.136,(),Wed,22,13:16:30,2005,
