symbol: s6
template: wait (command <*>
21,1975),
26,1973),
27,2057),
29,2154),
34,2217),
35,2217),
36,2201),
37,2199),
39,2189),
40,2302),
41,2270),
42,2257),
46,2322),
47,2354),
48,2347),
54,2424),
55,2449),
57,2468),
59,2517),
61,2511),
62,2513),
64,2484),
66,2607),
72,2582),
74,2549),
78,2683),
80,2682),
81,2763),
82,2800),
84,2817),
85,2823),
86,2817),
87,2900),
88,2885),
89,2909),
91,2963),
94,3087),
95,3079),
96,3078),
97,3141),
105,3319),
106,3334),
108,3412),
111,3523),
112,3525),
113,3519),
119,3612),
121,3609),
123,3649),
125,3690),
127,3698),
128,3709),
129,3837),
130,3847),
135,3973),
136,3981),
137,3981),
139,4061),
140,4110),
142,4116),
143,4117),
145,4145),
148,4176),
149,4176),
152,4221),
153,4219),
