symbol: s18
template: Fan speeds ( <*> <*> <*> **** <*> <*> )
215,3552,3534,3375,3515,3479,
216,3552,3534,3375,3515,3479,
217,3552,3534,3375,3515,3479,
218,3552,3534,3375,3515,3479,
220,3552,3534,3375,3515,3479,
222,3552,3534,3375,3515,3479,
223,3552,3534,3375,3515,3479,
225,3552,3534,3375,3515,3479,
226,3552,3534,3375,3515,3479,
227,3552,3534,3375,3515,3479,
229,3552,3534,3375,3515,3479,
230,3552,3534,3375,3515,3479,
231,3552,3534,3375,3515,3479,
232,3552,3534,3375,3515,3479,
233,3552,3534,3375,3515,3479,
234,3552,3534,3375,3515,3479,
235,3552,3534,3375,3515,3479,
236,3552,3534,3375,3515,3479,
237,3552,3534,3375,3515,3479,
238,3552,3534,3375,3515,3479,
239,3552,3534,3375,3515,3479,
240,3552,3534,3375,3515,3479,
241,3552,3534,3375,3515,3479,
242,3552,3534,3375,3515,3479,
243,3552,3534,3375,3515,3479,
244,3552,3534,3375,3515,3479,
245,3552,3534,3375,3515,3479,
246,3552,3534,3375,3515,3479,
247,3552,3534,3375,3515,3479,
248,3552,3534,3375,3515,3479,
249,3552,3534,3375,3515,3479,
250,3552,3534,3375,3515,3479,
251,3552,3534,3375,3515,3479,
252,3552,3534,3375,3515,3479,
254,3552,3534,3375,3515,3479,
255,3552,3534,3375,3515,3479,
256,3552,3534,3375,3515,3479,
257,3552,3534,3375,3515,3479,
258,3552,3534,3375,3515,3479,
259,3552,3534,3375,3515,3479,
260,3552,3534,3375,3515,3479,
261,3552,3534,3375,3515,3479,
262,3552,3534,3375,3515,3479,
263,3552,3534,3375,3515,3479,
264,3552,3534,3375,3515,3479,
265,3552,3534,3375,3515,3479,
266,3552,3534,3375,3515,3479,
268,3552,3534,3375,3515,3479,
269,3552,3534,3375,3515,3479,
270,3552,3534,3375,3515,3479,
271,3552,3534,3375,3515,3479,
273,3552,3534,3375,3515,3479,
274,3552,3534,3391,3515,3479,
275,3552,3534,3391,3515,3479,
276,3552,3534,3391,3515,3479,
277,3552,3534,3391,3515,3479,
278,3552,3534,3391,3515,3479,
279,3552,3534,3391,3515,3479,
280,3552,3534,3391,3515,3479,
281,3552,3534,3391,3515,3479,
282,3552,3534,3391,3515,3479,
283,3552,3534,3391,3515,3479,
284,3552,3534,3391,3515,3479,
285,3552,3534,3391,3515,3479,
287,3552,3534,3391,3515,3479,
288,3552,3534,3391,3515,3479,
289,3552,3534,3391,3515,3479,
290,3552,3552,3391,3515,3497,
291,3552,3552,3391,3515,3497,
292,3534,3534,3375,3497,3479,
293,3534,3534,3375,3497,3479,
296,3534,3534,3375,3497,3479,
297,3534,3534,3375,3497,3479,
298,3534,3534,3375,3497,3479,
299,3534,3534,3375,3497,3479,
300,3534,3534,3375,3497,3479,
302,3534,3534,3375,3497,3479,
303,3534,3534,3375,3497,3479,
304,3534,3534,3375,3497,3479,
