symbol: s10
template: REPORT : <*> <*> <*> <*>
11,7007,5002,150089,240,
20,7008,5003,150111,240,
27,7009,5004,150132,240,
34,7011,5005,150175,240,
41,7012,5006,150197,240,
48,7013,5007,150218,240,
55,7014,5007,150239,240,
62,7015,5008,150261,240,
74,7017,5010,150304,240,
83,7017,5010,150304,240,
92,7018,5010,150325,240,
99,7019,5011,150346,240,
106,7020,5012,150368,240,
113,7021,5012,150389,240,
120,7022,5013,150411,240,
127,7023,5014,150432,240,
134,7024,5015,150454,240,
141,7025,5015,150475,240,
148,7026,5016,150496,240,
155,7027,5017,150518,240,
162,7028,5017,150539,240,
169,7029,5018,150561,240,
176,7030,5019,150582,240,
183,7031,5020,150604,240,
190,7032,5020,150625,240,
197,7033,5021,150646,240,
204,7034,5022,150668,240,
211,7035,5022,150689,240,
218,7036,5023,150711,240,
225,7037,5024,150732,240,
232,7038,5025,150753,240,
239,7039,5025,150775,240,
246,7040,5026,150796,240,
253,7041,5027,150818,240,
260,7042,5027,150839,240,
267,7044,5029,150882,240,
274,7045,5030,150903,240,
281,7047,5031,150946,240,
288,7048,5032,150968,240,
295,7050,5033,151011,240,
302,7052,5035,151053,240,
309,7053,5035,151075,240,
317,7054,5036,151096,240,
337,7056,5037,151139,240,
344,7058,5039,151182,240,
351,7060,5040,151225,240,
358,7062,5042,151268,240,
365,7064,5043,151310,240,
372,7066,5045,151353,240,
379,7068,5046,151396,240,
386,7070,5047,151439,240,
393,7071,5048,151460,240,
400,7074,5050,151525,240,
413,7075,5051,151546,240,
420,7077,5052,151589,240,
427,7079,5054,151632,240,
434,7081,5055,151675,240,
441,7083,5057,151717,240,
448,7084,5057,151739,240,
455,7086,5059,151782,240,
462,7088,5060,151824,240,
469,7090,5062,151867,240,
476,7092,5063,151910,240,
483,7094,5065,151953,240,
490,7095,5065,151974,240,
497,7097,5067,152017,240,
504,7099,5068,152060,240,
511,7101,5070,152103,240,
518,7102,5070,152124,240,
525,7103,5071,152146,240,
532,7104,5072,152167,240,
539,7105,5072,152189,240,
546,7106,5073,152210,240,
553,7107,5074,152231,240,
560,7109,5075,152274,240,
568,7111,5077,152317,240,
575,7112,5077,152339,240,
582,7113,5078,152360,240,
589,7114,5079,152381,240,
603,7117,5081,152446,240,
610,7122,5085,152553,240,
617,7124,5086,152596,240,
624,7126,5087,152638,240,
631,7128,5089,152681,240,
638,7130,5090,152724,240,
645,7132,5092,152767,240,
652,7135,5094,152831,240,
659,7139,5097,152917,240,
666,7140,5097,152938,240,
673,7154,5107,153238,240,
693,7160,5112,153367,240,
796,7163,5114,153431,240,
803,7165,5115,153474,240,
810,7167,5117,153517,240,
818,7170,5119,153581,240,
825,7173,5121,153645,240,
832,7174,5122,153667,240,
839,7176,5123,153709,240,
846,7179,5125,153774,240,
853,7181,5127,153817,240,
860,7183,5128,153859,240,
867,7185,5130,153902,240,
874,7186,5130,153924,240,
881,7187,5131,153945,240,
888,7188,5132,153966,240,
895,7189,5132,153988,240,
925,7189,5132,153988,240,
971,7189,5132,153988,240,
997,7189,5132,153988,240,
1034,7189,5132,153988,240,
1065,7189,5132,153988,240,
1115,7189,5132,153988,240,
1146,7189,5132,153988,240,
1177,7189,5132,153988,240,
1203,7189,5132,153988,240,
1231,7189,5132,153988,240,
1270,7189,5132,153988,240,
1285,7189,5132,153988,240,
1292,7189,5132,153988,240,
1300,7189,5132,153988,240,
1334,7189,5132,153988,240,
1354,7191,5134,154031,240,
1361,7192,5135,154052,240,
1368,7193,5135,154074,240,
1375,7196,5137,154138,240,
1382,7198,5139,154181,240,
1389,7200,5140,154223,240,
1396,7202,5142,154266,240,
1403,7205,5144,154331,240,
1410,7208,5146,154395,240,
1417,7211,5148,154459,240,
1424,7212,5149,154481,240,
1431,7214,5150,154523,240,
1458,7214,5150,154523,240,
1478,7214,5150,154523,240,
1800,0,0,0,0,
