symbol: s1
template: onStandStepChanged <*>
1,3579,
8,3579,
13,3579,
14,3580,
21,3581,
28,3583,
35,3584,
42,3585,
49,3586,
56,3587,
63,3588,
66,3589,
80,3589,
84,3589,
86,3590,
93,3591,
100,3592,
107,3593,
114,3594,
121,3595,
128,3596,
135,3597,
142,3598,
149,3599,
156,3600,
163,3601,
170,3602,
177,3603,
184,3604,
191,3605,
198,3606,
205,3607,
212,3608,
219,3609,
226,3610,
233,3611,
240,3612,
247,3613,
254,3614,
261,3616,
268,3617,
275,3619,
282,3620,
289,3622,
296,3624,
303,3625,
310,3626,
318,3626,
325,3626,
331,3628,
338,3630,
345,3632,
352,3634,
359,3636,
366,3638,
373,3640,
380,3642,
387,3643,
394,3646,
401,3646,
407,3647,
414,3649,
421,3651,
428,3653,
435,3655,
442,3656,
449,3658,
456,3660,
463,3662,
470,3664,
477,3666,
484,3667,
491,3669,
498,3671,
505,3673,
512,3674,
519,3675,
526,3676,
533,3677,
540,3678,
547,3679,
554,3681,
561,3683,
569,3684,
576,3685,
583,3686,
590,3686,
597,3689,
604,3694,
611,3696,
618,3698,
625,3700,
632,3702,
639,3704,
646,3707,
653,3711,
660,3712,
667,3726,
674,3726,
681,3732,
683,3732,
690,3732,
694,3732,
700,3735,
797,3737,
804,3739,
811,3742,
819,3745,
826,3746,
833,3748,
840,3751,
847,3753,
854,3755,
861,3757,
868,3758,
875,3759,
882,3760,
889,3761,
896,3761,
902,3761,
911,3761,
922,3761,
926,3761,
933,3761,
939,3761,
945,3761,
956,3761,
968,3761,
972,3761,
979,3761,
986,3761,
994,3761,
998,3761,
1017,3761,
1024,3761,
1031,3761,
1035,3761,
1045,3761,
1053,3761,
1062,3761,
1066,3761,
1080,3761,
1086,3761,
1098,3761,
1105,3761,
1112,3761,
1116,3761,
1122,3761,
1128,3761,
1136,3761,
1143,3761,
1147,3761,
1153,3761,
1159,3761,
1166,3761,
1174,3761,
1178,3761,
1186,3761,
1193,3761,
1200,3761,
1204,3761,
1206,3761,
1213,3761,
1221,3761,
1228,3761,
1232,3761,
1234,3761,
1249,3761,
1265,3761,
1271,3761,
1278,3761,
1306,3761,
1318,3761,
1331,3761,
1335,3761,
1342,3761,
1348,3763,
1355,3764,
1362,3765,
1369,3768,
1376,3770,
1383,3772,
1390,3774,
1397,3777,
1404,3780,
1411,3783,
1418,3784,
1425,3786,
1432,3786,
1440,3786,
1447,3786,
1455,3786,
1459,3786,
1467,3786,
1473,3786,
1479,3786,
1487,3786,
1493,3786,
1502,3786,
1508,3786,
1521,3786,
1527,3786,
1551,3786,
1557,3786,
1566,3786,
1572,3786,
1580,3786,
1590,3786,
1596,3786,
1606,3786,
1614,3786,
1621,3786,
1627,3786,
1633,3786,
1639,3786,
1645,3786,
1651,3786,
1657,3786,
1663,3786,
1669,3786,
1676,3786,
1682,3786,
1688,3786,
1694,3786,
1700,3786,
1706,3786,
1712,3786,
1718,3786,
1725,3786,
1731,3786,
1738,3786,
1744,3786,
1750,3786,
1756,3786,
1763,3786,
1769,3786,
1783,3786,
1805,3786,
1811,3786,
1817,3786,
1828,3786,
1835,3786,
1842,3786,
1848,3786,
1854,3786,
1860,3786,
1868,3786,
1874,3786,
1880,3786,
1886,3786,
1893,3786,
1899,3786,
1905,3786,
1911,3786,
1918,3786,
1924,3786,
1934,3786,
1950,3786,
1956,3786,
1965,3786,
