symbol: s18
template: Got assigned task <*>
21,0,
22,1,
23,2,
24,3,
29,4,
94,42,
96,56,
98,69,
101,78,
103,79,
123,87,
125,101,
127,112,
129,118,
132,119,
152,122,
154,136,
156,150,
158,158,
161,159,
196,171,
198,185,
201,195,
203,198,
205,199,
225,206,
227,220,
229,231,
232,238,
234,239,
254,247,
256,261,
258,273,
261,278,
263,279,
283,285,
285,299,
287,312,
289,318,
292,319,
327,321,
329,335,
331,349,
334,358,
336,359,
356,360,
358,374,
360,388,
362,398,
365,399,
385,402,
387,416,
389,430,
391,438,
394,439,
414,450,
416,464,
418,475,
420,478,
423,479,
458,480,
460,494,
462,508,
465,518,
467,519,
487,528,
489,542,
491,553,
494,558,
496,559,
516,562,
518,576,
520,590,
523,598,
525,599,
545,612,
547,626,
549,636,
551,638,
553,639,
589,643,
591,657,
593,671,
595,678,
598,679,
618,692,
620,706,
622,716,
624,718,
627,719,
647,722,
649,736,
651,750,
653,758,
656,759,
676,762,
678,776,
680,789,
682,798,
685,799,
720,807,
722,821,
724,833,
726,838,
729,839,
749,853,
751,867,
753,877,
755,878,
758,879,
778,886,
780,900,
782,912,
784,918,
786,919,
822,926,
824,940,
827,951,
829,958,
831,959,
851,970,
853,984,
855,998,
857,1012,
859,1026,
895,1125,
897,1126,
899,1127,
901,1128,
903,1129,
935,1135,
937,1136,
939,1137,
941,1138,
943,1141,
975,1145,
977,1146,
979,1147,
981,1150,
983,1151,
999,1155,
1017,1156,
1019,1157,
1020,1158,
1023,1159,
1055,1166,
1056,1180,
1059,1194,
1061,1198,
1063,1199,
1099,1200,
1100,1201,
1103,1202,
1105,1203,
1107,1204,
1139,1205,
1151,1206,
1153,1207,
1155,1208,
1157,1209,
1179,1210,
1190,1211,
1192,1212,
1195,1213,
1199,1214,
1219,1215,
1227,1216,
1230,1217,
1239,1218,
1241,1219,
1259,1220,
1267,1221,
1269,1222,
1279,1223,
1281,1224,
1299,1225,
1307,1226,
1309,1227,
1319,1228,
1321,1229,
1339,1230,
1347,1231,
1349,1232,
1359,1233,
1361,1234,
1376,1235,
1387,1236,
1389,1237,
1399,1238,
1401,1239,
1427,1240,
1429,1241,
1431,1242,
1434,1243,
1436,1244,
1454,1245,
1457,1246,
1460,1247,
1463,1248,
1465,1249,
1476,1250,
1484,1251,
1486,1252,
1488,1253,
1490,1254,
1498,1255,
1508,1256,
1510,1257,
1513,1258,
1515,1259,
1524,1260,
1530,1261,
1536,1262,
1538,1263,
1541,1264,
1549,1265,
1554,1266,
1562,1267,
1564,1268,
1566,1269,
1579,1270,
1581,1271,
1583,1272,
1585,1273,
1593,1274,
1603,1275,
1606,1276,
1608,1277,
1610,1278,
1618,1279,
1631,1280,
1633,1281,
1635,1282,
1637,1283,
1639,1284,
1658,1285,
1661,1286,
1663,1287,
1666,1288,
1670,1289,
1683,1290,
1685,1291,
1687,1292,
1692,1293,
1695,1294,
1705,1295,
1708,1296,
1712,1297,
1718,1298,
1721,1299,
1731,1300,
1734,1301,
1737,1302,
1742,1303,
1746,1304,
1755,1305,
1757,1306,
1762,1307,
1768,1308,
1771,1309,
1780,1310,
1782,1311,
1788,1312,
1792,1313,
1796,1314,
1805,1315,
1807,1316,
1813,1317,
1817,1318,
1821,1319,
1835,1320,
1836,1321,
1839,1322,
1841,1323,
1843,1324,
1864,1325,
1866,1326,
1868,1327,
1870,1328,
1872,1329,
1889,1330,
1891,1331,
1893,1332,
1895,1333,
1898,1334,
1911,1335,
1913,1336,
1918,1337,
1920,1338,
1923,1339,
1938,1340,
1940,1341,
1943,1342,
1945,1343,
1947,1344,
1962,1345,
1966,1346,
1968,1347,
1970,1348,
1973,1349,
1987,1350,
1990,1351,
1992,1352,
1994,1353,
1998,1354,
