symbol: s19
template: Running task <*> in stage <*> (TID <*>
25,0.0,0.0,0),
26,2.0,0.0,2),
27,1.0,0.0,1),
28,3.0,0.0,3),
30,4.0,0.0,4),
95,0.0,1.0,42),
97,1.0,1.0,56),
100,2.0,1.0,69),
102,3.0,1.0,78),
104,4.0,1.0,79),
124,0.0,2.0,87),
126,1.0,2.0,101),
128,2.0,2.0,112),
130,3.0,2.0,118),
133,4.0,2.0,119),
153,0.0,3.0,122),
155,1.0,3.0,136),
157,2.0,3.0,150),
159,3.0,3.0,158),
162,4.0,3.0,159),
197,0.0,4.0,171),
199,1.0,4.0,185),
202,2.0,4.0,195),
204,3.0,4.0,198),
206,4.0,4.0,199),
226,0.0,5.0,206),
228,1.0,5.0,220),
230,2.0,5.0,231),
233,3.0,5.0,238),
235,4.0,5.0,239),
255,0.0,6.0,247),
257,1.0,6.0,261),
259,2.0,6.0,273),
262,3.0,6.0,278),
264,4.0,6.0,279),
284,0.0,7.0,285),
286,1.0,7.0,299),
288,2.0,7.0,312),
290,3.0,7.0,318),
293,4.0,7.0,319),
328,0.0,8.0,321),
330,1.0,8.0,335),
332,2.0,8.0,349),
335,3.0,8.0,358),
337,4.0,8.0,359),
357,0.0,9.0,360),
359,1.0,9.0,374),
361,2.0,9.0,388),
364,3.0,9.0,398),
366,4.0,9.0,399),
386,0.0,10.0,402),
388,1.0,10.0,416),
390,2.0,10.0,430),
392,3.0,10.0,438),
395,4.0,10.0,439),
415,0.0,11.0,450),
417,1.0,11.0,464),
419,2.0,11.0,475),
422,3.0,11.0,478),
424,4.0,11.0,479),
459,0.0,12.0,480),
461,1.0,12.0,494),
464,2.0,12.0,508),
466,3.0,12.0,518),
468,4.0,12.0,519),
488,0.0,13.0,528),
490,1.0,13.0,542),
492,2.0,13.0,553),
495,3.0,13.0,558),
497,4.0,13.0,559),
517,0.0,14.0,562),
519,1.0,14.0,576),
521,2.0,14.0,590),
524,3.0,14.0,598),
526,4.0,14.0,599),
546,0.0,15.0,612),
548,1.0,15.0,626),
550,2.0,15.0,636),
552,3.0,15.0,638),
554,4.0,15.0,639),
590,0.0,16.0,643),
592,1.0,16.0,657),
594,2.0,16.0,671),
597,3.0,16.0,678),
599,4.0,16.0,679),
619,0.0,17.0,692),
621,1.0,17.0,706),
623,2.0,17.0,716),
626,3.0,17.0,718),
628,4.0,17.0,719),
648,0.0,18.0,722),
650,1.0,18.0,736),
652,2.0,18.0,750),
654,3.0,18.0,758),
657,4.0,18.0,759),
677,0.0,19.0,762),
679,1.0,19.0,776),
681,2.0,19.0,789),
683,3.0,19.0,798),
686,4.0,19.0,799),
721,0.0,20.0,807),
723,1.0,20.0,821),
725,2.0,20.0,833),
728,3.0,20.0,838),
730,4.0,20.0,839),
750,0.0,21.0,853),
752,1.0,21.0,867),
754,2.0,21.0,877),
756,3.0,21.0,878),
759,4.0,21.0,879),
779,0.0,22.0,886),
781,1.0,22.0,900),
783,2.0,22.0,912),
785,3.0,22.0,918),
787,4.0,22.0,919),
823,0.0,23.0,926),
825,1.0,23.0,940),
828,2.0,23.0,951),
830,3.0,23.0,958),
832,4.0,23.0,959),
852,0.0,24.0,970),
854,1.0,24.0,984),
856,2.0,24.0,998),
858,3.0,24.0,1012),
860,4.0,24.0,1026),
896,40.0,24.0,1125),
898,41.0,24.0,1126),
900,42.0,24.0,1127),
902,43.0,24.0,1128),
904,44.0,24.0,1129),
936,80.0,24.0,1135),
938,81.0,24.0,1136),
940,82.0,24.0,1137),
942,83.0,24.0,1138),
944,84.0,24.0,1141),
976,120.0,24.0,1145),
978,121.0,24.0,1146),
980,122.0,24.0,1147),
982,123.0,24.0,1150),
984,124.0,24.0,1151),
1000,160.0,24.0,1155),
1018,161.0,24.0,1156),
1021,162.0,24.0,1157),
1022,163.0,24.0,1158),
1024,164.0,24.0,1159),
1057,0.0,25.0,1166),
1058,1.0,25.0,1180),
1060,2.0,25.0,1194),
1062,3.0,25.0,1198),
1064,4.0,25.0,1199),
1101,0.0,26.0,1200),
1102,1.0,26.0,1201),
1104,2.0,26.0,1202),
1106,3.0,26.0,1203),
1108,4.0,26.0,1204),
1140,5.0,26.0,1205),
1152,6.0,26.0,1206),
1154,7.0,26.0,1207),
1156,8.0,26.0,1208),
1158,9.0,26.0,1209),
1180,10.0,26.0,1210),
1191,11.0,26.0,1211),
1193,12.0,26.0,1212),
1196,13.0,26.0,1213),
1200,14.0,26.0,1214),
1220,15.0,26.0,1215),
1228,16.0,26.0,1216),
1232,17.0,26.0,1217),
1240,18.0,26.0,1218),
1242,19.0,26.0,1219),
1260,20.0,26.0,1220),
1268,21.0,26.0,1221),
1270,22.0,26.0,1222),
1280,23.0,26.0,1223),
1282,24.0,26.0,1224),
1300,25.0,26.0,1225),
1308,26.0,26.0,1226),
1310,27.0,26.0,1227),
1320,28.0,26.0,1228),
1322,29.0,26.0,1229),
1340,30.0,26.0,1230),
1348,31.0,26.0,1231),
1350,32.0,26.0,1232),
1360,33.0,26.0,1233),
1362,34.0,26.0,1234),
1377,35.0,26.0,1235),
1388,36.0,26.0,1236),
1390,37.0,26.0,1237),
1400,38.0,26.0,1238),
1402,39.0,26.0,1239),
1428,0.0,27.0,1240),
1430,1.0,27.0,1241),
1433,2.0,27.0,1242),
1435,3.0,27.0,1243),
1437,4.0,27.0,1244),
1455,5.0,27.0,1245),
1459,6.0,27.0,1246),
1461,7.0,27.0,1247),
1464,8.0,27.0,1248),
1466,9.0,27.0,1249),
1477,10.0,27.0,1250),
1485,11.0,27.0,1251),
1487,12.0,27.0,1252),
1489,13.0,27.0,1253),
1491,14.0,27.0,1254),
1499,15.0,27.0,1255),
1509,16.0,27.0,1256),
1512,17.0,27.0,1257),
1514,18.0,27.0,1258),
1516,19.0,27.0,1259),
1525,20.0,27.0,1260),
1531,21.0,27.0,1261),
1537,22.0,27.0,1262),
1540,23.0,27.0,1263),
1542,24.0,27.0,1264),
1550,25.0,27.0,1265),
1555,26.0,27.0,1266),
1563,27.0,27.0,1267),
1565,28.0,27.0,1268),
1567,29.0,27.0,1269),
1580,30.0,27.0,1270),
1582,31.0,27.0,1271),
1584,32.0,27.0,1272),
1586,33.0,27.0,1273),
1594,34.0,27.0,1274),
1604,35.0,27.0,1275),
1607,36.0,27.0,1276),
1609,37.0,27.0,1277),
1611,38.0,27.0,1278),
1619,39.0,27.0,1279),
1632,0.0,28.0,1280),
1634,1.0,28.0,1281),
1636,2.0,28.0,1282),
1638,3.0,28.0,1283),
1640,4.0,28.0,1284),
1659,5.0,28.0,1285),
1662,6.0,28.0,1286),
1665,7.0,28.0,1287),
1667,8.0,28.0,1288),
1671,9.0,28.0,1289),
1684,10.0,28.0,1290),
1686,11.0,28.0,1291),
1690,12.0,28.0,1292),
1693,13.0,28.0,1293),
1696,14.0,28.0,1294),
1706,15.0,28.0,1295),
1709,16.0,28.0,1296),
1713,17.0,28.0,1297),
1720,18.0,28.0,1298),
1722,19.0,28.0,1299),
1732,20.0,28.0,1300),
1736,21.0,28.0,1301),
1738,22.0,28.0,1302),
1744,23.0,28.0,1303),
1747,24.0,28.0,1304),
1756,25.0,28.0,1305),
1759,26.0,28.0,1306),
1763,27.0,28.0,1307),
1769,28.0,28.0,1308),
1772,29.0,28.0,1309),
1781,30.0,28.0,1310),
1783,31.0,28.0,1311),
1790,32.0,28.0,1312),
1793,33.0,28.0,1313),
1797,34.0,28.0,1314),
1806,35.0,28.0,1315),
1808,36.0,28.0,1316),
1814,37.0,28.0,1317),
1819,38.0,28.0,1318),
1822,39.0,28.0,1319),
1837,0.0,29.0,1320),
1838,1.0,29.0,1321),
1840,2.0,29.0,1322),
1842,3.0,29.0,1323),
1844,4.0,29.0,1324),
1865,5.0,29.0,1325),
1867,6.0,29.0,1326),
1869,7.0,29.0,1327),
1871,8.0,29.0,1328),
1873,9.0,29.0,1329),
1890,10.0,29.0,1330),
1892,11.0,29.0,1331),
1894,12.0,29.0,1332),
1896,13.0,29.0,1333),
1899,14.0,29.0,1334),
1912,15.0,29.0,1335),
1916,16.0,29.0,1336),
1919,17.0,29.0,1337),
1921,18.0,29.0,1338),
1924,19.0,29.0,1339),
1939,20.0,29.0,1340),
1941,21.0,29.0,1341),
1944,22.0,29.0,1342),
1946,23.0,29.0,1343),
1949,24.0,29.0,1344),
1963,25.0,29.0,1345),
1967,26.0,29.0,1346),
1969,27.0,29.0,1347),
1972,28.0,29.0,1348),
1974,29.0,29.0,1349),
1988,30.0,29.0,1350),
1991,31.0,29.0,1351),
1993,32.0,29.0,1352),
1995,33.0,29.0,1353),
1999,34.0,29.0,1354),
